imdb_id,type,title,country,date_added,release_year,rating,listed_in,description,age_certification,runtime,imdb_score,imdb_votes
tt0408976,Movie,Krishna Cottage,India,"August 27, 2021",2004,TV-14,"Action & Adventure, Horror Movies, International Movies",True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.,,124mins,5.1,1153
tt0348662,Movie,Kucch To Hai,India,"August 27, 2021",2003,TV-14,"Dramas, International Movies, Thrillers","A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge.",,142mins,4.3,909
tt0456500,Movie,Kyaa Kool Hai Hum,India,"August 27, 2021",2005,TV-MA,"Comedies, International Movies, Music & Musicals","Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",,172mins,6.1,3507
tt5290620,Movie,Kyaa Kool Hain Hum 3,India,"August 27, 2021",2016,TV-MA,"Comedies, International Movies","When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",,124mins,1.9,4341
tt2027138,Movie,Kyaa Super Kool Hain Hum,India,"August 27, 2021",2012,TV-MA,"Comedies, International Movies",An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,R,137mins,5,3885
tt0297241,Movie,Kyo Kii... Main Jhuth Nahin Bolta,India,"August 27, 2021",2001,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy",The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.,,149mins,5.3,2196
tt1395054,Movie,Once Upon a Time in Mumbaai,India,"August 27, 2021",2010,TV-14,"Dramas, International Movies, Music & Musicals","Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime.",PG-13,132mins,7.4,17494
tt5037702,Movie,Once Upon a Time in Mumbai Dobaara!,India,"August 27, 2021",2013,TV-14,"Dramas, International Movies, Music & Musicals","This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control.",,160mins,4.6,7127
tt1890513,Movie,Ragini MMS,India,"August 27, 2021",2011,TV-MA,"Horror Movies, International Movies",A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.,PG-13,93mins,5.1,2617
tt2609218,Movie,Ragini MMS 2,India,"August 27, 2021",2014,TV-MA,"Horror Movies, International Movies",The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.,PG-13,120mins,3.9,2870
tt4699982,TV Show,Rebellion,Ireland,"August 27, 2021",2016,TV-MA,"International TV Shows, TV Dramas","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.",TV-14,51mins,7.1,3658
tt0811066,Movie,Shootout at Lokhandwala,India,"August 27, 2021",2007,TV-MA,"Action & Adventure, Dramas, International Movies","Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",PG-13,145mins,7.1,10139
tt1954206,Movie,The Dirty Picture,India,"August 27, 2021",2011,TV-14,"Comedies, Dramas, International Movies","After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",,144mins,6.6,9522
tt15192032,TV Show,Titletown High,Somewhere,"August 27, 2021",2021,TV-14,"Reality TV, Teen TV Shows","In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title.",TV-14,34mins,5.4,318
tt9153270,TV Show,Family Reunion,United States,"August 26, 2021",2021,TV-PG,"Kids' TV, TV Comedies","When the McKellan family moves from Seattle to small-town Georgia, life down South – and traditional grandparents – challenge their big-city ways.",TV-PG,29mins,6.4,2576
tt14539744,Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",Somewhere,"August 25, 2021",2021,TV-14,Documentaries,Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.,PG-13,92mins,6.9,5674
tt10888878,TV Show,Clickbait,Somewhere,"August 25, 2021",2021,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",TV-MA,46mins,7.2,50140
tt15233856,TV Show,John of God: The Crimes of a Spiritual Healer,Somewhere,"August 25, 2021",2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows","Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",TV-MA,50mins,6.5,777
tt15128558,TV Show,Motel Makeover,Somewhere,"August 25, 2021",2021,TV-14,"International TV Shows, Reality TV","Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway.",,30mins,4.8,688
tt13495314,TV Show,Open Your Eyes,Somewhere,"August 25, 2021",2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries","After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment.",TV-MA,47mins,6.5,1413
tt13053222,TV Show,Post Mortem: No One Dies in Skarnes,Somewhere,"August 25, 2021",2021,TV-MA,"International TV Shows, TV Comedies, TV Dramas","She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if...",TV-MA,45mins,7.1,3229
tt8722624,Movie,Really Love,United States,"August 25, 2021",2020,TV-MA,"Dramas, Independent Movies, Romantic Movies",A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student.,,95mins,6,807
tt2402157,Movie,The November Man,"United States, United Kingdom","August 25, 2021",2014,R,Action & Adventure,"An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies.",R,108mins,6.3,67243
tt12829958,Movie,The Old Ways,United States,"August 25, 2021",2020,TV-MA,Horror Movies,"A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed.",R,90mins,5.4,5708
tt15293256,Movie,The River Runner,Somewhere,"August 25, 2021",2021,TV-MA,"Documentaries, Sports Movies","In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash.",,86mins,6.9,1572
tt4779326,Movie,The Water Man,United States,"August 25, 2021",2021,PG,"Children & Family Movies, Dramas","Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death.",PG,92mins,5.4,3641
tt0072584,TV Show,Wheel of Fortune,United States,"August 25, 2021",2019,TV-G,Reality TV,"Pat Sajak and Vanna White host one of TV's most popular, long-running game shows, where players spin a wheel for prizes and solve mystery phrases.",TV-G,26mins,6.7,3126
tt6889042,Movie,Count Me In,United Kingdom,"August 24, 2021",2021,TV-MA,"Documentaries, Music & Musicals",This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.,,81mins,6.8,1654
tt15101946,Movie,Untold: Caitlyn Jenner,Somewhere,"August 24, 2021",2021,TV-PG,"Documentaries, LGBTQ Movies, Sports Movies",Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,R,69mins,6.4,2384
tt11657662,Movie,The Witcher: Nightmare of the Wolf,Somewhere,"August 23, 2021",2021,TV-MA,"Action & Adventure, Anime Features","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",,83mins,7.2,41508
tt8421350,TV Show,Manifest,United States,"August 21, 2021",2021,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities.",TV-14,42mins,7.1,50145
tt15101964,TV Show,Everything Will Be Fine,Somewhere,"August 20, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.,TV-MA,32mins,6.2,335
tt5639722,Movie,Gunshot,Somewhere,"August 20, 2021",2018,TV-14,"Dramas, International Movies, Thrillers","After a clash at a protest ends in bloodshed, a forensic doctor and a journalist embark on a search for the elusive truth.",,96mins,6.8,593
tt15772846,TV Show,Korean Cold Noodle Rhapsody,Somewhere,"August 20, 2021",2021,TV-PG,"Docuseries, International TV Shows","Refreshing and flavorful, naengmyeon is Korea's coolest summertime staple. A journey through its history begins, from how it's cooked to how it's loved.",TV-PG,49mins,7.3,15
tt14428606,Movie,Man in Love,Somewhere,"August 20, 2021",2021,TV-MA,"Dramas, International Movies, Romantic Movies","When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love.",,115mins,6.9,1623
tt10731768,Movie,Sweet Girl,United States,"August 20, 2021",2021,R,"Action & Adventure, Dramas","He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now.",R,110mins,5.5,30580
tt11834150,TV Show,The Chair,Somewhere,"August 20, 2021",2021,TV-MA,"TV Comedies, TV Dramas","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",TV-MA,30mins,7.2,15894
tt6714432,Movie,The Loud House Movie,Somewhere,"August 20, 2021",2021,TV-Y7,"Children & Family Movies, Comedies, Music & Musicals","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!",G,83mins,6.2,1893
tt15260940,Movie,A Faraway Land,Somewhere,"August 19, 2021",2020,TV-PG,"Dramas, International Movies, Romantic Movies","In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story.",,101mins,4.9,133
tt12881516,Movie,Black Island,Somewhere,"August 18, 2021",2021,TV-MA,"International Movies, Thrillers",The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,,104mins,5.1,2697
tt0112553,Movie,Bombay,India,"August 18, 2021",1995,TV-14,"Dramas, International Movies, Romantic Movies","Years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city.",,141mins,8.1,12512
tt8115702,TV Show,Go! Go! Cory Carson,United States,"August 18, 2021",2021,TV-Y,Kids' TV,"Beep, beep – go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.",TV-Y,9mins,7.9,238
tt15085784,Movie,Memories of a Murderer: The Nilsen Tapes,Somewhere,"August 18, 2021",2021,TV-MA,"Documentaries, International Movies",Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,R,84mins,6.3,3123
tt8879894,TV Show,The Defeated,Somewhere,"August 18, 2021",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","In 1946 Berlin, an American cop searches for his missing brother while helping a novice German policewoman fight the violent crimes engulfing the city.",TV-MA,54mins,7,5597
tt11594766,Movie,The Secret Diary of an Exchange Student,Somewhere,"August 18, 2021",2021,TV-14,"Comedies, International Movies, Romantic Movies","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?",,96mins,5.3,868
tt2463288,Movie,Walk of Shame,United States,"August 16, 2021",2014,R,"Comedies, Independent Movies","After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime.",R,95mins,6,54065
